id,name,host_id,host_name,neighbourhood,lattitude,lognitute,neighbourhood_group,room_type,price,weekly_price,monthly_price,minimum_nights,amenities,country,state,review_rating_percentage,review_score_cleaniness,review_score_location
10083468,Be Happy in Porto,27518920,Fábio,,-8.61123,41.15225,,Entire home/apt,30,1347,5390,2,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Smoking allowed', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Long term stays allowed', 'Well-lit path to entrance', 'Step-free access', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Step-free access', 'Handheld shower head', 'Paid parking on premises']",Portugal,Porto,97,10,10
10117617,A Casa Alegre é um apartamento T1.,51920973,Manuela,,-8.75383,41.3596,,Entire home/apt,40,1347,5390,7,"['TV', 'Kitchen', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'Bathtub', 'Beachfront']",Portugal,Porto,96,10,9
10133350,2 bedroom Upper east side,52004369,Chelsea,,-73.95854,40.7664,Upper East Side,Entire home/apt,275,1347,5390,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets allowed', 'Pets live on this property', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Essentials', 'Shampoo', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",United States,New York,90,8,9
10051164,Catete's Colonial Big Hause Room B,51326285,Beatriz,Catete,-43.18015675,-22.92638235,Catete,Private room,250,1347,5390,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Family/kid friendly', 'First aid kit', 'Fire extinguisher', 'Essentials']",Brazil,Rio De Janeiro,80,6,8
10082307,Double Room en-suite (307),51289938,Ken,Jordan,114.17158,22.30469,Yau Tsim Mong,Private room,361,1347,5390,1,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Doorman', 'Elevator', 'Family/kid friendly', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron']",Hong Kong,Hong Kong,93,9,9
10069642,Ótimo Apto proximo Parque Olimpico,51670240,Jonathan,,-43.43111231,-23.00035793,Recreio dos Bandeirantes,Entire home/apt,858,1347,5390,15,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Free parking on premises', 'Doorman', 'Gym', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Essentials', 'Hair dryer', 'Iron']",Brazil,Rio De Janeiro,93,9,9
10108388,Sydney Hyde Park City Apartment (checkin from 6am),16187044,Desireé,Darlinghurst,151.21346,-33.87603,Darlinghurst,Entire home/apt,185,1347,5390,2,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Gym', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Building staff', 'Private living room', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Cleaning before checkout', 'Step-free access', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access']",Australia,Sydney,100,10,10
10082422,Nice room in Barcelona Center,30393403,Anna,Dreta de l'Eixample,2.16942,41.40082,Eixample,Private room,50,1347,5390,1,"['Internet', 'Wifi', 'Kitchen', 'Elevator', 'Heating', 'Washer', 'Shampoo', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",Spain,Barcelona,93,9,9
10120414,The LES Apartment,33231070,Mert,,-73.98944,40.72063,Manhattan,Entire home/apt,150,1347,5390,3,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",United States,New York,93,9,9
10138784,Room Close to LGA and 35 mins to Times Square,52031360,Cheer,Jackson Heights,-73.88025,40.74953,Queens,Private room,46,1347,5390,2,"['Internet', 'Wifi', 'Air conditioning', 'Pets live on this property', 'Dog(s)', 'Other pet(s)', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Host greets you']",United States,New York,99,10,9
10030955,Apt Linda Vista Lagoa - Rio,51496939,Livia,Lagoa,-43.20504708,-22.97195099,Lagoa,Private room,701,1347,5390,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Gym', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Essentials', '24-hour check-in']",Brazil,Rio De Janeiro,93,9,9
10006546,Ribeira Charming Duplex,51399391,Ana&Gonçalo,,-8.61308,41.1413,,Entire home/apt,80,1347,5390,2,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Pets allowed', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Cleaning before checkout', 'Waterfront']",Portugal,Porto,89,9,10
10047964,Charming Flat in Downtown Moda,1241644,Zeynep,Moda,29.03133,40.98585,Moda,Entire home/apt,527,1347,5390,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Pets live on this property', 'Cat(s)', 'Heating', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",Turkey,Istanbul,100,10,10
1001265,Ocean View Waikiki Marina w/prkg,5448114,David,Waikiki,-157.83919,21.28634,Oʻahu,Entire home/apt,115,650,2150,3,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Elevator', 'Hot tub', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'BBQ grill', 'Garden or backyard', 'Well-lit path to entrance', 'Disabled parking spot', 'Step-free access', 'Wide clearance to bed', 'Step-free access']",United States,Oahu,84,8,10
10116256,GOLF ROYAL RESIDENCE SUİTES(2+1)-2,51471538,Ahmet,Şişli,28.98818,41.04772,Şişli,Entire home/apt,997,1347,5390,1,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed']",Turkey,Istanbul,93,9,9
10109896,THE Place to See Sydney's FIREWORKS,6517277,Kristin,Lilyfield/Rozelle,151.17956,-33.86296,Lilyfield/Rozelle,Entire home/apt,250,1347,5390,2,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",Australia,Sydney,93,9,9
10057447,Modern Spacious 1 Bedroom Loft,51612949,Konstantin,Mile End,-73.59111,45.51889,Mile End,Entire home/apt,50,1347,5390,1,"['Internet', 'Wifi', 'Kitchen', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Iron', 'Laptop friendly workspace']",Canada,Montreal,93,9,9
10057826,Deluxe Loft Suite,47554473,Mae,Greenpoint,-73.94472,40.72778,Greenpoint,Entire home/apt,205,1347,5390,3,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Gym', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron']",United States,New York,88,10,9
10092679,Cozy house at Beyoğlu,21331922,Ali,Taksim,28.95825,41.03777,Beyoglu,Private room,58,387,5390,2,"['Wifi', 'Kitchen', 'Smoking allowed', 'Breakfast', 'Pets live on this property', 'Cat(s)', 'Free street parking', 'Heating', 'Washer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Cooking basics', 'Patio or balcony', 'Luggage dropoff allowed', 'Host greets you']",Turkey,Istanbul,99,9,9
10228731,Quarto inteiro na Tijuca,12673423,Gilberto,Tijuca,-43.24742191,-22.93620325,Tijuca,Private room,149,1347,5390,1,"['Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Family/kid friendly', 'Washer']",Brazil,Rio De Janeiro,100,10,10
1019168,"Cozy Nest, heart of the Plateau",39300,Lilou,Mile End,-73.58774,45.52028,Le Plateau-Mont-Royal,Private room,34,250,900,2,"['TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Pets live on this property', 'Cat(s)', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed']",Canada,Montreal,98,9,10
10240767,Cozy double bed room 東涌鄉村雅緻雙人房,52491634,Ricky,,113.92823,22.27671,,Private room,487,1347,5390,1,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Pets live on this property', 'Cat(s)', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Children’s books and toys', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Cleaning before checkout', 'Host greets you']",Hong Kong,Hong Kong,96,10,9
1022200,"Kailua-Kona, Kona Coast II 2b condo",3393610,Daniel,Kailua/Kona,-155.96445,19.5702,Kailua/Kona,Entire home/apt,135,950,5390,7,"['Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Gym', 'Family/kid friendly', 'Washer', 'Dryer']",United States,The Big Island,100,8,10
10227000,"LAHAINA, MAUI! RESORT/CONDO BEACHFRONT!! SLEEPS 4!",12057949,Holly,Central Business District,-156.68012,20.96996,Maui,Entire home/apt,499,1347,5390,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Gym', 'Elevator', 'Hot tub', 'Indoor fireplace', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",United States,Maui,100,10,10
10186755,Roof double bed private room,52316085,Mustafa,,29.03693,41.12452,,Private room,185,1347,5390,1,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Essentials', '24-hour check-in', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",Turkey,Istanbul,93,9,9
10141950,"Big, Bright & Convenient Sheung Wan",11435086,Regg,Sheung Wan,114.15007,22.28422,Central & Western District,Entire home/apt,966,1347,5390,2,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Essentials', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",Hong Kong,Hong Kong,100,10,10
10184012,Apto semi mobiliado,52299431,Ricardo,,-43.24277868,-22.91500935,Vila Isabel,Entire home/apt,380,1347,5390,1,"['Air conditioning', 'Kitchen', 'Free parking on premises', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Essentials', 'Hangers', 'Iron']",Brazil,Rio De Janeiro,93,9,9
10233856,Twin Bed room+MTR Mongkok shopping&My,52473150,Danny,Mong Kok,114.17073,22.31723,Mong Kok,Private room,400,1347,5390,1,"['TV', 'Wifi', 'Air conditioning', 'Doorman', 'Elevator', 'Family/kid friendly', 'Smoke detector', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer']",Hong Kong,Hong Kong,83,9,10
10215858,Cozy Queen Guest Room&My,52473150,Danny,Mong Kok,114.17034,22.31655,Yau Tsim Mong,Private room,330,1347,5390,1,"['TV', 'Wifi', 'Air conditioning', 'Doorman', 'Elevator', 'Family/kid friendly', 'Smoke detector', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer']",Hong Kong,Hong Kong,73,7,10
10199760,Uygun nezih daire,37417314,Yaşar,,28.89964,40.99667,,Entire home/apt,264,1347,5390,1,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",Turkey,Istanbul,93,9,9
10201975,Ipanema: moderno apê 2BR + garagem,2537111,Barbara,Santa Teresa,-43.19984555,-22.98005168,,Entire home/apt,298,1347,5390,4,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",Brazil,Rio De Janeiro,92,10,10
10213499,Great studio opp. Narrabeen Lake,634664,Tracy,,151.29792,-33.71472,,Entire home/apt,117,1347,5390,1,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Pets live on this property', 'Dog(s)', 'Heating', 'Washer', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection']",Australia,Sydney,97,10,10
10264100,Your spot in Copacabana,52772199,Ana Lúcia,,-43.17714542,-22.96270793,Copacabana,Entire home/apt,798,1347,5390,2,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'First aid kit', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Window guards', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Host greets you']",Brazil,Rio De Janeiro,100,9,10
10209136,"Friendly Apartment, 10m from Manly",52453573,Isaac,,151.26969,-33.79629,Fairlight,Private room,36,1347,5390,1,"['Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'First aid kit', 'Essentials']",Australia,Sydney,95,10,10
10220130,Cozy aptartment in Recreio (near Olympic Venues),31553171,José Augusto,Recreio dos Bandeirantes,-43.45296045,-23.00871078,Recreio dos Bandeirantes,Entire home/apt,746,1347,5390,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Gym', 'Elevator', 'Hot tub', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Dryer', 'Safety card', 'Fire extinguisher', 'Essentials', 'Hangers', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50']",Brazil,Rio De Janeiro,93,9,9
10166986,Resort-like living in Williamsburg,14461742,Mohammed,Williamsburg,-73.93869,40.71552,Williamsburg,Entire home/apt,220,1400,5390,5,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Doorman', 'Gym', 'Elevator', 'Hot tub', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', '24-hour check-in', 'Hangers', 'Iron']",United States,New York,100,8,10
10166883,Large railroad style 3 bedroom apt in Manhattan!,35215309,Vick,East Harlem,-73.93943,40.79805,Manhattan,Entire home/apt,180,1347,5390,3,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', '24-hour check-in', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Other']",United States,New York,95,9,9
1016739,Private Room (2)  in Guest House at Coogee Beach,5595776,David,Coogee,151.25541,-33.92398,Coogee,Private room,64,500,2000,3,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Smoking allowed', 'Doorman', 'Free street parking', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Safety card', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Hot water']",Australia,Sydney,100,10,10
10295352,"Amazing and Big Apt, Ipanema Beach.",52966539,Pedro,,-43.20465631,-22.98310875,Ipanema,Entire home/apt,1999,1347,5390,1,"['Cable TV', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Smoking allowed', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Iron']",Brazil,Rio De Janeiro,93,9,9
